"Sample","QueryID","SubjectID","Identity","Evalue","Bitscore","AlignmentLength","Coverage","Species","Mycotoxin","Cancer_Association","Mechanism","Evidence_Level","Relevance_Level","Confidence"
"HT09RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_1665","NG_055731",95.833,1.38e-48,195,120,114.9996,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_69776","NG_055731",96.552,4.91e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_69786","NG_055731",96.552,4.91e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_18416","NG_055731",92.593,4.91e-48,193,135,125.00055,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_33474","NG_055731",92.029,4.91e-48,193,138,127.00002,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_2883","NG_055731",97.345,4.91e-48,193,113,109.99985,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_1197","NG_055731",97.345,4.71e-48,193,113,109.99985,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5276","NG_055731",95.833,4.91e-48,193,120,114.9996,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_37581","NG_055731",92.029,4.95e-48,193,138,127.00002,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_54943","NG_055731",97.345,4.95e-48,193,113,109.99985,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_54944","NG_055731",97.345,4.95e-48,193,113,109.99985,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_28517","NG_055731",96.552,4.91e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_21465","NG_055731",96.552,4.91e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT03RBmix_EKRN25H000090-1A_22TV32LT4_L4.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_1945","NG_055731",96.552,4.83e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_18947","NG_055731",96.552,4.15e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5457","NG_055731",94.444,4.95e-48,193,126,118.99944,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_22778","NG_055731",93.13,4.95e-48,193,131,122.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_2075","NG_055731",94.4,4.91e-48,193,125,118,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_2076","NG_055731",94.4,4.91e-48,193,125,118,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_21115","NG_055731",96.552,4.95e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_4095","NG_055731",97.345,4.91e-48,193,113,109.99985,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5004","NG_055731",92.537,4.91e-48,193,134,123.99958,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_27062","NG_055731",92.537,4.91e-48,193,134,123.99958,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5335","NG_055731",96.552,4.87e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT07RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_8678","NG_055731",95.833,4.91e-48,193,120,114.9996,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT09RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_4333","NG_055731",96.552,4.91e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT09RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_6257","NG_055731",97.345,4.95e-48,193,113,109.99985,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT09RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3381","NG_055731",96.552,4.95e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT09RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_3382","NG_055731",96.552,4.95e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT09RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_16675","NG_055731",95.798,4.95e-48,193,119,113.99962,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT10RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_3181","NG_055731",96.552,4.87e-48,193,116,112.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_78254","NG_055731",95.763,1.36e-47,191,118,113.00034,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_51876","NG_055731",95.041,1.75e-47,191,121,114.99961,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_64843","NG_055731",96.522,1.78e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_69807","NG_055731",97.321,1.78e-47,191,112,108.99952,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_69808","NG_055731",97.321,1.78e-47,191,112,108.99952,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_88462","NG_055731",90.909,1.78e-47,191,143,129.99987,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_22334","NG_055731",93.701,1.77e-47,191,127,119.00027,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_17433","NG_055731",92.537,1.77e-47,191,134,123.99958,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_55409","NG_055731",97.321,1.69e-47,191,112,108.99952,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5274","NG_055731",96.522,1.78e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5275","NG_055731",96.522,1.78e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5283","NG_055731",96.522,1.78e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_57814","NG_055731",96.522,1.78e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_57816","NG_055731",96.522,1.78e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_8288","NG_055731",93.75,1.77e-47,191,128,120,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_15282","NG_055731",93.077,1.49e-47,191,130,121.0001,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_29187","NG_055731",93.701,1.49e-47,191,127,119.00027,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_30640","NG_055731",93.75,1.49e-47,191,128,120,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_3462","NG_055731",96.522,1.74e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5456","NG_055731",96.522,1.77e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_6840","NG_055731",96.522,1.77e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_6841","NG_055731",96.522,1.77e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_6842","NG_055731",96.522,1.77e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_4904","NG_055731",96.522,1.74e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_4905","NG_055731",96.522,1.74e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_2660","NG_055731",96.522,1.77e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_2661","NG_055731",96.522,1.77e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_8312","NG_055731",93.75,1.77e-47,191,128,120,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12053","NG_055731",96.522,1.78e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT07RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_14384","NG_055731",91.367,1.77e-47,191,139,127.00013,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT07RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_16673","NG_055731",97.321,1.77e-47,191,112,108.99952,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT07RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_14478","NG_055731",96.522,1.77e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT07RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_18149","NG_055731",95.798,1.77e-47,191,119,113.99962,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT08RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_4673","NG_055731",94.355,1.77e-47,191,124,117.0002,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT08RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_4339","NG_055731",95.763,1.78e-47,191,118,113.00034,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT09RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_6344","NG_055731",96.522,1.77e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT09RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_10024","NG_055731",96.522,1.78e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT09RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_2451","NG_055731",96.522,1.77e-47,191,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_12420","NG_055731",93.651,6.4e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_12421","NG_055731",93.651,6.4e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES01RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_13094","NG_055731",93.023,6.35e-47,189,129,119.99967,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_6451","NG_055731",93.077,6.09e-47,189,130,121.0001,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_23619","NG_055731",97.297,6.09e-47,189,111,107.99967,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RB_L6.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_41211","NG_055731",93.651,6.09e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_27492","NG_055731",97.297,6.3e-47,189,111,107.99967,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES03RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_27493","NG_055731",97.297,6.3e-47,189,111,107.99967,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES04RB2.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_19101","NG_055731",93.651,6.35e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES04RB2.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_19102","NG_055731",93.651,6.35e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES04RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_18339","NG_055731",96.491,6.35e-47,189,114,109.99974,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5530","NG_055731",95.726,6.35e-47,189,117,111.99942,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_13921","NG_055731",93.651,6.4e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_13922","NG_055731",93.651,6.4e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_13923","NG_055731",93.651,6.4e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_13925","NG_055731",93.651,6.4e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_58612","NG_055731",95.763,6.4e-47,189,118,113.00034,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_31126","NG_055731",91.912,6.4e-47,189,136,125.00032,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"ES05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_57854","NG_055731",96.491,6.25e-47,189,114,109.99974,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT01RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_4824","NG_055731",92.424,6.3e-47,189,132,121.99968,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT02RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_13319","NG_055731",93.651,6.4e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5870","NG_055731",96.491,6.35e-47,189,114,109.99974,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT02RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_17304","NG_055731",97.297,6.35e-47,189,111,107.99967,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_14260","NG_055731",93.651,5.37e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RB.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_14517","NG_055731",93.651,5.37e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12322","NG_055731",93.023,6.4e-47,189,129,119.99967,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT04RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_21041","NG_055731",93.023,6.4e-47,189,129,119.99967,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_3038","NG_055731",95,6.19e-47,189,120,114,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RT.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_13315","NG_055731",93.651,6.19e-47,189,126,118.00026,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT05RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_5970","NG_055731",96.491,6.4e-47,189,114,109.99974,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RB.unmapped_1_classified_fungi_90pct_coverage_filtered_hits","contig_18886","NG_055731",96.491,6.4e-47,189,114,109.99974,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
"HT06RT.unmapped_2_classified_fungi_90pct_coverage_filtered_hits","contig_12132","NG_055731",96.522,6.4e-47,189,115,111.0003,"Aspergillus flavus","Aflatoxin","Liver cancer","DNA adducts, mutation, genotoxicity","WHO Class 1 (toxin)","1_Direct","Medium"
